MessageID,Province,City,Gender,Message,Sentiment
3399704664645392,Sìchuān 四川,32,0,@假小打-小蚊香 @柳大柳恨会计 我期待你们都成生男剩女然后发现自己爱的是对方那一天！！[亲亲][亲亲][偷笑][偷笑][偷笑]在一起在一起在一起～,0.9989763045005123
3399729858602912,Guǎngdōng 广东,18,0,我不爱你 你为毛要勉强我 得不到我的心 你为毛要留住我的人 我们是不会幸福的!!!!!!!!!!  @裴大豆在追逐第二人生  好苦恼有木有 ........我突然发现身边的都有对象了 就剩我 就剩我!!!!!!!!! 噢~ 黄金剩女思密达 [害羞][害羞][害羞][害羞][害羞],0.9999518896488858
3399763032926655,Hǎiwài 海外,1,0,又梦见当剩女，这回急哭了。,0.7405161058384981
3399779465994106,Shāndōng 山东,1000,1,你会为了等待爱情，甘做剩女吗？,0.9186378941426078
3399805424713886,Shǎnxī 陕西,1000,1,我参与了@一览英才网JOB1001 发起的投票【过年，我们为什么烦恼？】，我投给了\“剩男剩女”遭遇“被逼婚”\这1个选项。你也快来表态吧：http://t.cn/S6KAfS  新投票霸气上线，豪放派奖中：http://t.cn/hBmUAR,0.9958079190779157
3399808951724652,Hǎinán 海南,2,1,【因事业变剩女的星座】冠军（魔羯座）、亚军（天秤座）、季军（处女座）、第四名（水瓶女）、第五名（射手女）;【朋友眼中管家婆星座】冠军（双子座）、亚军（白羊座）、季军（处女座）。你是管家婆么？,0.7703127210719412
3399852547781192,Hēilóngjiāng 黑龙江,8,1,【找女朋友就像买iPhone】“一定要在大学里预定，才能拿得到货。等你工作了后再去找，不是没货，就是要求很高价格很高。最后只有两条路，要不买山寨的，要不买二手的。等到你千等万等，终于买到IPHONE4的时候，那说明IPHONE5已经出了。你买到的是没人要的剩女。”,0.004505536934027221
3399868124718736,Guǎngdōng 广东,1000,1,有一个三十多岁的剩女，样貌工作收入都不错。有一天，有人问她∶“你条件这么好，怎么还没结婚啊？”剩女回答∶“我小时候是田径队的，有一次受伤，脚底留了一个疤。”那人就问∶“脚底有一个疤，跟你有没有结婚有什么关系呢？”剩女回答∶“对啊！那我结不结婚跟你有什么关系？”,0.9995234010755859
3399871203485160,Húnán 湖南,1,0,桃之夭夭03尼泊尔风情，冬季也可以很风情！@苏暮聊 大叹【将军难为夫】 @伊安然TY 悬疑紧扣【喋血蚀心莲】江湖多情【为祸江湖之侠女左右为男】@宋衣生 特色民国【贴身丑奴】李四小姐仙缘说【捆个上仙当街卖】顾我 新穿越【剩女花魁】更有深宫月流光【掌仪美人，来新货了！】祁容【助君好孕】来助阵哦！,0.9999999999641183
3399879785148053,Jiāngsū 江苏,11,1,【网租男友过年成另类新潮 “恋爱租赁”引热议】临近\剩女\的你，还在为亲戚朋友们的\关心\而感到无处藏身吗？孑然一身的你，还在为同学聚会上大家成双入对的场面而纠结郁闷吗？本人承担各种节假日期间、各种形式类别...http://t.cn/SXTOBH分享自@百度新闻客户端,0.9999908067015164
